1;17;6.8208
1;18;4.52338
1;19;6.99712
2;17;-3.32336
2;18;7.29937
2;19;7.61193
3;17;-1.43372
3;18;-8.79689
3;19;-2.6309
4;17;2.24293
4;18;-4.86833
4;19;-4.57064
5;17;8.36937
5;18;3.56136
5;19;12.4339
6;17;4.22869
6;18;11.5914
6;19;1.79464
7;17;1.59931
7;18;3.53807
7;19;1.81506
8;17;6.93223
8;18;-6.08327
8;19;3.05027
9;17;17.5977
9;18;6.96046
9;19;-0.593505
10;17;-4.25638
10;18;7.73473
10;19;3.00842
11;17;-11.0077
11;18;3.54683
11;19;4.61855
12;17;-7.91338
12;18;-15.1186
12;19;11.9591
13;17;9.69855
13;18;-6.09327
13;19;3.5542
14;17;6.91053
14;18;11.4732
14;19;-6.70616
15;17;8.40048
15;18;11.5411
15;19;1.46155
16;17;1.91266
16;18;-9.94755
16;19;8.62029
1;14;-0.95115
