
---- Results of cofig: ----
  keep=0.489
  threshold=3.148
  interSpeciesRate=0.001
  noCrossoverOff=0.233
  probabilityWeightMutated=0.728
  probabilityAddNodeSmall=0.031
  probabilityAddLink_small=0.048
  probabilityAddNodeLarge=0.274
  probabilityAddLink_Large=0.142
  largeSize=20
  c1=0.7
  c2=0.637
  c3=0.409
  numberGenomes=50
  numberInputs=120
  numberOutputs=2
  evolutions=50
  n_max=300
  learningRate=5
  inputWeights=110,150
  weightsRange=-10,10
  process_max=25
  function=
  folder=results/trial-9

--Results of run:0 --
Best Genome 
Genome id: 1081
Genome fitness: 0.96
   IN  OUT    Weight  Innov
    1  121  -8.16152      1
    1  122  -1.89567      2
    2  121   2.88366      3
    2  122  -6.92155      4
    3  121   9.12457      5
    3  122  -6.68236      6
    4  121   8.10904      7
    4  122  -2.62049      8
    5  121   -1.5134      9
    5  122  0.971595     10
    6  121  -4.40802     11
    6  122  -4.25417     12
    7  121   6.51193     13
    7  122   -9.8106     14
    8  121    1.5561     15
    8  122 -0.930543     16
    9  121    6.7837     17
    9  122   4.22821     18
   10  121 -0.123251     19
   10  122 -0.453835     20
   11  121   9.73962     21
   11  122  -8.64608     22
   12  121   3.02205     23
   12  122  -5.90962     24
   13  121  -8.31726     25
   13  122  -2.27212     26
   14  121   9.99391     27
   14  122  -6.68829     28
   15  121  -2.89081     29
   15  122   1.85587     30
   16  121  0.491117     31
   16  122   1.66202     32
   17  121  0.721108     33
   17  122  -1.27703     34
   18  121  0.484874     35
   18  122   9.61482     36
   19  121  -4.80445     37
   19  122   6.56443     38
   20  121  -4.12018     39
   20  122   5.06484     40
   21  121  -1.75418     41
   21  122   5.96314     42
   22  121 -0.225338     43
   22  122  -6.23069     44
   23  121    3.0321     45
   23  122  -9.92607     46
   24  121  -8.06835     47
   24  122  -4.93448     48
   25  121 -0.265339     49
   25  122   9.91241     50
   26  121   9.52656     51
   26  122  -8.10886     52
   27  121  -4.81526     53
   27  122   6.97479     54
   28  121   6.39944     55
   28  122  -4.40508     56
   29  121  -3.81887     57
   29  122 -0.259811     58
   30  121   7.00123     59
   30  122  -4.57064     60
   31  121  -9.85973     61
   31  122   2.77454     62
   32  121   3.05536     63
   32  122   5.02844     64
   33  121   5.61908     65
   33  122   -3.1828     66
   34  121  -1.67481     67
   34  122   9.68484     68
   35  121  0.641086     69
   35  122  -3.95421     70
   36  121   8.24609     71
   36  122   0.54528     72
   37  121   8.58937     73
   37  122  -4.02194     74
   38  121   13.6292     75
   38  122   3.96698     76
   39  121  0.378619     77
   39  122   6.76797     78
   40  121  -8.53552     79
   40  122   3.73183     80
   41  121   2.92225     81
   41  122   3.05176     82
   42  121  -7.18856     83
   42  122  -6.61909     84
   43  121   3.67889     85
   43  122   9.85824     86
   44  121   6.01222     87
   44  122    0.4415     88
   45  121   -7.2256     89
   45  122  -3.94799     90
   46  121   3.24477     91
   46  122   9.14853     92
   47  121  -6.68114     93
   47  122   6.91266     94
   48  121  -1.52454     95
   48  122   5.32773     96
   49  121   -6.2927     97
   49  122   2.71417     98
   50  121   6.28192     99
   50  122    2.4654    100
   51  121  -13.7438    101
   51  122   4.71445    102
   52  121  -4.58626    103
   52  122   2.48986    104
   53  121  -5.74027    105
   53  122   11.0542    106
   54  121  -6.36283    107
