1;53;6.80375
1;54;7.18711
1;55;-0.919762
2;53;-0.695739
2;54;8.50153
2;55;-4.59821
3;53;-5.46377
3;54;-12.1393
3;55;10.6898
4;53;11.8462
4;54;-14.478
4;55;-9.06305
5;53;3.12197
5;54;3.27788
5;55;-6.49857
6;53;6.701
6;54;-1.50985
6;55;-2.93611
7;53;-1.82426
7;54;1.05878
7;55;5.00465
8;53;5.25743
8;54;-4.2406
8;55;2.63987
9;53;-8.38409
9;54;3.59822
9;55;-1.84424
10;53;-9.29922
10;54;9.59504
10;55;-3.56036
11;53;-2.2775
11;54;-2.8538
11;55;3.68736
12;53;-6.65791
12;54;-0.808659
12;55;-1.40573
13;53;13.2053
13;54;9.4555
13;55;3.26503
14;53;7.29746
14;54;-4.34906
14;55;9.71893
15;53;1.58988
15;54;-6.10105
15;55;10.4167
16;53;-0.769135
16;54;-6.88962
16;55;8.90686
17;53;0.422508
17;54;8.98654
17;55;-7.21849
18;53;5.07104
18;54;6.58145
18;55;3.26454
19;53;-0.362704
19;54;-7.34466
19;55;-3.88001
20;53;-9.24684
20;54;-4.63833
20;55;-8.10561
21;53;-5.70405
21;54;-9.93538
21;55;2.88826
22;53;-7.07729
22;54;4.94461
22;55;4.07335
23;53;3.15043
23;54;-5.97866
23;55;-1.44596
24;53;3.35448
24;54;-6.08337
24;55;2.25836
25;53;6.18654
25;54;-3.83251
25;55;8.6162
26;53;8.68181
26;54;-1.24117
26;55;-6.14887
27;53;3.28632
27;54;-2.10317
27;55;-6.05808
28;53;9.47503
28;54;3.80209
28;55;-5.25327
29;53;8.91219
29;54;8.36988
29;55;-5.42064
30;53;8.96412
30;54;-2.9928
30;55;-6.87415
31;53;1.59931
31;54;-4.11268
31;55;3.14608
32;53;7.17353
32;54;4.32399
32;55;0.947199
33;53;-2.03127
33;54;5.46593
33;55;3.68437
34;53;9.18033
34;54;9.51359
34;55;-3.84936
35;53;-6.57121
35;54;13.4026
35;55;0.497567
36;53;-2.91338
36;54;2.82161
36;55;-9.06975
37;53;0.699319
37;54;16.5744
37;55;-6.61647
38;53;7.24851
38;54;-6.82826
38;55;-0.157173
39;53;4.54165
39;54;4.79588
39;55;4.14122
40;53;1.36382
40;54;-3.66694
40;55;6.62678
41;53;-6.08494
41;54;-6.97701
41;55;9.50761
42;53;0.740604
42;54;9.69503
42;55;-6.68236
43;53;-5.89109
43;54;-0.18533
43;55;-9.18803
44;53;-2.62673
44;54;-3.61532
44;55;6.92259
45;53;-8.04913
45;54;-5.11175
45;55;9.78966
46;53;-7.86063
46;54;3.41975
46;55;3.31116
47;53;5.03105
47;54;7.68841
47;55;0.641086
48;53;6.3491
48;54;-1.58426
48;55;-6.48791
49;53;-14.4543
49;54;8.09077
49;55;-2.25067
50;54;9.19049
50;55;5.58247
51;53;8.9853
51;54;-15.6534
51;55;-8.13039
52;53;-7.30195
52;54;-3.41317
52;55;-8.43536
49;3;-4.2307
23;46;-5.69311
20;50;2.56143
