1;121;8.88373
1;122;6.85886
2;121;61.819
2;122;-73.1437
3;121;79.7756
3;122;5.65234
4;121;-82.4722
4;122;97.6436
5;121;-44.4451
5;122;25.4493
6;121;-82.021
6;122;-87.5836
7;121;64.0506
7;122;2.68018
8;121;26.0849
8;122;-81.7356
9;121;26.2349
9;122;-2.0472
10;121;-30.6308
10;122;55.7441
11;121;35.8546
11;122;-51.4226
12;121;66.5518
12;122;-81.1896
13;121;67.6651
13;122;25.7224
14;121;55.5139
14;122;-78.2382
15;121;99.7849
15;122;39.3201
16;121;60.3222
16;122;54.3776
17;121;-7.3337
17;122;27.8884
18;121;96.6817
18;122;-29.9916
19;121;34.7296
19;122;-35.2297
20;121;-6.08006
20;122;-55.7971
21;121;-42.6072
21;122;66.6644
22;121;43.4183
22;122;-43.4533
23;121;24.4807
23;122;58.9213
24;121;33.9743
24;122;75.4205
25;121;-70.3231
25;122;34.7671
26;121;-67.7035
26;122;-42.1262
27;121;-13.5236
27;122;69.7479
28;121;63.6331
28;122;-30.2214
29;121;-87.1657
29;122;-95.9954
30;121;40.7343
30;122;89.3497
31;121;-82.2098
31;122;94.1268
32;121;43.7273
32;122;-43.144
33;121;30.6559
33;122;40.409
34;121;-24.9586
34;122;99.8066
35;121;-27.6475
35;122;-72.1025
36;121;-55.9905
36;122;29.7453
37;121;39.7964
37;122;-73.1863
38;121;86.292
38;122;-76.5773
39;121;-43.1413
39;122;47.7069
40;121;68.3069
40;122;88.2147
41;121;-92.1935
41;122;-66.8052
42;121;13.3949
42;122;-5.71712
43;121;49.0017
43;122;-23.2975
44;121;48.4243
44;122;64.9935
45;121;-29.928
45;122;-10.8414
46;121;91.2937
46;122;91.4853
47;121;43.9443
47;122;-23.825
48;121;-63.068
48;122;-56.0311
49;121;-66.2172
49;122;70.9096
50;121;-25.5932
50;122;-11.0636
51;121;98.8071
51;122;69.4583
52;121;90.0505
52;122;38.6035
53;121;-70.468
53;122;9.23126
54;121;60.6453
54;122;78.0937
55;121;23.9193
55;122;-28.8972
56;121;0.188225
56;122;-21.9462
57;121;65.6096
57;122;-54.2712
58;121;69.4277
58;122;2.39846
59;121;22.4312
59;122;17.8521
60;121;73.3188
60;122;56.0814
61;121;-92.9893
61;122;-74.7849
62;121;85.8024
62;122;-31.9496
63;121;96.9503
63;122;-12.5014
64;121;6.22218
64;122;16.1314
65;121;-41.5918
65;122;-0.0380402
66;121;59.6397
66;122;-53.5477
67;121;16.8977
67;122;78.3214
68;121;95.8188
68;122;63.6082
69;121;-74.905
69;122;95.3031
70;121;-90.8109
70;122;63.1158
71;121;-85.094
71;122;19.3773
72;121;25.7783
72;122;34.8116
73;121;22.9604
73;122;-4.79393
74;121;-62.7899
74;122;27.5187
75;121;60.2048
75;122;-17.2934
76;121;-94.8775
76;122;13.4116
77;121;87.9011
77;122;-1.04455
78;121;4.04202
78;122;-29.7503
79;121;-86.0187
79;122;77.2689
80;121;28.2581
80;122;-98.404
81;121;1.5434
81;122;45.113
82;121;-41.1887
82;122;-0.14447
83;121;23.4344
83;122;-45.3699
84;121;-21.4727
84;122;-94.6841
85;121;36.8164
85;122;45.9034
86;121;57.363
86;122;94.4656
87;121;5.26205
87;122;-62.9143
88;121;18.7784
88;122;-44.5921
89;121;-83.9633
89;122;93.5137
90;121;-62.1319
90;122;91.4055
91;121;-50.8061
91;122;-57.0094
92;121;83.479
92;122;82.4618
93;121;-1.32021
93;122;82.4981
94;121;70.7343
94;122;-24.1831
95;121;-39.141
95;122;-89.9119
96;121;90.2454
96;122;2.60473
97;121;-46.0872
97;122;-55.278
98;121;90.537
98;122;49.5606
99;121;8.36694
99;122;-24.6104
100;121;49.0462
100;122;82.1687
101;121;-85.0322
101;122;42.728
102;121;76.6342
102;122;20.2298
103;121;-86.4825
103;122;-92.4028
104;121;-69.4207
104;122;-95.7833
105;121;-72.3773
105;122;-31.5526
106;121;95.6222
106;122;21.5925
107;121;-12.9496
107;122;-92.9035
108;121;11.7484
108;122;-36.6266
109;121;89.5947
109;122;-53.7144
110;121;-48.0146
110;122;68.6717
111;121;-34.5913
111;122;30.2264
112;121;-55.7105
112;122;-50.6857
113;121;-38.2426
113;122;-65.1735
114;121;-0.0231934
114;122;54.629
115;121;3.89086
115;122;-7.3116
116;121;26.7977
116;122;18.8586
117;121;-71.9302
117;122;14.58
118;121;-62.6099
118;122;-46.0609
119;121;-80.6567
119;122;-30.3323
120;121;-41.8442
120;122;-8.25797
