1;121;5.55506
1;122;8.4981
2;121;4.02858
2;122;-0.59393
3;121;2.38396
3;122;-8.59498
4;121;9.88993
4;122;-7.60885
5;121;-9.89985
5;122;8.45752
6;121;3.82735
6;122;-2.69265
7;121;9.44689
7;122;2.18569
8;121;0.14178
8;122;-5.36388
9;121;6.08566
9;122;8.85792
10;121;-0.123251
10;122;-0.453835
11;121;9.73962
11;122;-9.5802
12;121;-1.97795
12;122;-8.42053
13;121;-5.59957
13;122;3.63252
14;121;5.8685
14;122;-5.9352
15;121;8.30404
15;122;-3.30823
16;121;-8.98037
16;122;-5.18634
17;121;4.88817
17;122;2.83194
18;121;0.484874
18;122;9.61482
19;121;7.55985
19;122;4.44195
20;121;-4.94062
20;122;3.77328
21;121;-9.27255
21;122;9.71359
22;121;-13.9194
22;122;7.37552
23;121;8.39737
23;122;1.22241
24;121;-4.57059
24;122;-8.77533
25;121;3.37303
25;122;8.89618
26;121;9.52656
26;122;-0.180037
27;121;8.91218
27;122;2.5486
28;121;4.89461
28;122;-9.40508
29;121;-8.20211
29;122;-0.259811
30;121;7.00123
30;122;-9.98752
31;121;2.17789
31;122;-11.9017
32;121;11.6745
32;122;-6.92192
33;121;0.597529
33;122;8.82408
34;121;6.29589
34;122;9.6753
35;121;-0.801121
35;122;2.84645
36;121;3.44858
36;122;-5.6554
37;121;-4.93939
37;122;-1.08128
38;121;1.33857
38;122;-0.457282
39;121;-4.24836
39;122;2.96809
40;121;4.43594
40;122;-2.98947
41;121;5.92692
41;122;6.92483
42;121;-4.34806
42;122;7.9617
43;121;-9.72962
43;122;0.622927
44;121;4.84243
44;122;5.86611
45;121;7.08076
45;122;0.557848
46;121;-6.64936
46;122;4.14853
47;121;4.49117
47;122;-3.15449
48;121;-1.52454
48;122;-8.59195
49;121;1.37237
49;122;-6.97701
50;121;9.2883
50;122;-4.21606
51;121;-8.74379
51;122;-0.269494
52;121;7.59183
52;122;9.72405
53;121;6.09404
53;122;-2.82105
54;121;5.90067
54;122;0.0113602
55;122;-3.33194
56;121;-4.15667
56;122;-2.89337
57;121;-0.65959
57;122;-6.9478
58;121;3.69597
58;122;-1.17144
59;121;-1.45336
59;122;3.39667
60;121;-1.17177
60;122;5.33821
61;121;-5.35402
61;122;-2.66546
62;121;4.48673
62;122;5.0955
63;121;0.411926
63;122;6.71334
64;121;0.570115
64;122;-7.36693
65;121;-9.40413
65;122;7.02569
66;121;-3.37277
66;122;-3.6207
67;121;-8.24381
67;122;-9.86817
68;121;-3.94289
68;122;-3.98408
69;121;6.88413
69;122;-1.36209
70;121;6.02728
70;122;0.404416
71;121;5.24343
71;122;-6.15444
72;121;0.436997
72;122;8.48116
73;121;3.36589
73;122;-0.479393
74;121;-6.27899
74;122;-4.54776
75;121;3.40217
75;122;-9.09924
76;121;-6.20574
76;122;3.79441
77;121;-1.7647
77;122;1.73747
78;121;-3.62301
78;122;1.26368
79;121;-1.54919
79;122;9.65789
80;121;-7.73503
80;122;3.5739
81;121;-0.853559
81;122;11.9831
82;121;8.45317
82;122;-9.6496
83;121;7.11488
83;122;-7.21222
84;121;-5.38132
84;122;6.99384
85;121;-8.67165
85;122;7.64786
86;121;5.7363
86;122;-2.04252
87;121;9.81645
87;122;-7.54307
88;121;5.40813
88;122;3.18233
89;121;-14.1166
89;122;8.66443
90;121;1.62672
90;122;-4.34331
91;121;-8.68756
91;122;-7.94634
92;121;0.717087
92;122;-8.37711
93;121;-5.91692
93;122;7.09407
94;121;5.04242
94;122;-0.366741
95;121;3.92593
95;122;2.64428
96;121;9.81418
96;122;-3.99108
97;121;-6.13565
97;122;8.16659
98;121;-4.28709
98;122;-1.11088
99;121;8.75143
99;122;1.18246
100;121;1.68242
100;122;-9.92021
101;121;-0.871712
101;122;-2.70843
102;121;5.28776
102;122;-1.05526
103;121;4.66922
103;122;0.591142
104;121;-11.9421
104;122;-5.22608
105;121;-6.63308
105;122;-3.15526
106;121;5.32698
106;122;-1.53317
107;121;-0.432456
107;122;-2.20993
108;121;-5.84591
108;122;3.65062
109;121;-3.15899
109;122;4.7415
110;121;-3.81549
110;122;-3.94416
111;121;9.64077
111;122;2.2923
112;121;2.16
112;122;-4.00368
113;121;-3.68083
113;122;7.84954
114;121;-3.4415
114;122;7.10472
115;121;-5.80882
115;122;-7.79817
116;121;7.18451
116;122;5.07104
117;121;2.05822
117;122;-0.262251
118;121;8.62259
118;122;-6.59264
119;121;1.15449
119;122;-0.113657
120;121;4.7552
111;124;1.40892
124;122;8.08399
75;0;5.91364
55;127;1.2745
127;121;3.52028
92;131;6.62931
131;122;7.83143
84;135;5.16475
135;122;6.99384
41;90;9.19552
