1;17;13.5095
1;18;5.1918
1;19;13.1937
2;17;-8.32336
2;18;3.75883
2;19;-1.41723
3;17;-6.43372
3;18;-8.79689
3;19;5.41365
4;18;-4.86833
4;19;3.4512
5;17;3.36937
5;18;8.56136
5;19;-2.03666
6;17;-0.0369482
6;18;1.80819
6;19;4.34594
7;17;6.02604
7;18;1.73005
8;17;1.93223
8;18;-8.89184
8;19;3.95482
9;17;8.57355
9;18;-14.3669
9;19;-13.0961
10;18;12.7347
10;19;1.61743
11;17;-12.7745
11;18;4.55553
11;19;0.829643
12;17;-7.91338
12;18;-9.65087
12;19;19.8033
13;17;14.6985
13;18;-6.72212
13;19;-13.0228
14;17;-4.87544
14;18;9.68726
14;19;-6.70616
15;17;-6.26099
15;18;8.20523
15;19;-9.99189
16;17;-4.27345
16;18;-14.8286
16;19;8.62029
3;29;-8.09835
29;19;15.4136
