
---- Results of cofig: ----
  keep=0.421
  threshold=3.32
  interSpeciesRate=0.001
  noCrossoverOff=0.265
  probabilityWeightMutated=0.842
  probabilityAddNodeSmall=0.035
  probabilityAddLink_small=0.041
  probabilityAddNodeLarge=0.094
  probabilityAddLink_Large=0.081
  largeSize=20
  c1=1.111
  c2=0.516
  c3=0.354
  numberGenomes=50
  numberInputs=52
  numberOutputs=3
  evolutions=50
  n_max=300
  learningRate=5
  inputWeights=110,150
  weightsRange=-10,10
  process_max=25
  function=
  folder=results/trial-26

--Results of run:0 --
Best Genome 
Genome id: 1454
Genome fitness: 0.95
   IN  OUT    Weight  Innov
    1   53    6.4453      1
    1   54   7.80172      2
    1   55    4.4308      3
    2   53  -6.31889      4
    2   54   8.23295      5
    2   55  -6.04897      6
    3   53  -3.29555      7
    3   54  -2.47613      8
    3   55   5.42495      9
    4   54  -5.45206     11
    4   55  -8.21141     12
    5   53  -6.50453     13
    5   54  -3.76795     14
    5   55  -4.28709     15
    6   53  -2.19899     16
    6   54   8.65432     17
    6   55   -8.1242     18
    7   53   5.76132     19
    7   54  -8.17195     20
    7   55   3.13929     21
    8   53   -12.716     22
    8   54 -0.654435     23
    8   55   6.13386     24
    9   53  -3.84474     25
    9   54  -8.41002     26
    9   55   2.52826     27
   10   53  -9.29922     28
   10   54   9.97849     29
   10   55  -4.50739     30
   11   53 -0.392576     31
   11   54   6.74394     32
   11   55   3.49745     33
   12   53   14.6745     34
   12   54   2.75105     35
   12   55   9.42095     36
   13   53  -9.85973     37
   13   54   7.23517     38
   13   55   7.56195     39
   14   53   10.4272     40
   14   54  0.534899     41
   14   55  -9.01653     42
   15   53  -3.78153     43
   15   54  -8.65137     44
   15   55  0.666295     45
   16   53  -2.95083     46
   16   54 -0.223127     47
   16   55  -8.28902     48
   17   53   2.90769     49
   17   54   13.9865     50
   17   55   -9.2563     51
   18   53   4.09513     52
   18   54  -5.23559     53
   18   55   3.64258     54
   19   53   6.85717     55
   19   54  -11.8863     56
   19   55  -8.58453     57
   20   53  -1.76898     58
   20   54  -3.33017     59
   20   55   11.4162     60
   21   53  -8.99473     61
   21   54   -7.5261     62
   21   55   8.04416     63
   22   53  -7.38099     64
   22   54   4.94461     65
   22   55  0.795207     66
   23   53   6.74835     67
   23   54    10.205     68
   23   55   5.68992     69
   24   53  -8.72207     70
   24   54  -2.06011     71
   24   55  -8.91572     72
   25   53  -2.40251     73
   25   54  -6.88128     74
   25   55    8.6162     75
   26   53  -9.38749     76
   26   54   8.53103     77
   26   55  -9.30252     78
   27   53   2.79958     79
   27   54  -7.54672     80
   27   55  -7.97049     81
   28   53   2.02756     82
   28   54  -1.19791     83
   28   55  -3.51807     84
   29   53    3.9769     85
   29   54   9.85537     86
   29   55   7.76696     87
   30   53   7.20086     88
   30   54  -6.95794     89
   30   55  -7.05186     90
   31   53   5.56633     91
   31   54   -3.0536     92
   31   55   6.00259     93
   32   53  -8.27331     94
   32   54   -1.2088     95
   32   55   9.01922     96
   33   53   -3.1453     97
   33   54   -6.6078     98
   33   55 -0.975846     99
   34   53   7.92985    100
   34   54   2.21926    101
   34   55  -7.23734    102
   35   53  -1.81021    103
   35   54    9.1187    104
   35   55  -9.87149    105
   36   53   2.17562    106
   36   54  -1.92165    107
   36   55   3.63907    108
   37   53  -9.38594    109
   37   54   6.57442    110
   37   55  -5.87906    111
   38   53   8.38825    112
   38   54  -5.20603    113
   38   55   2.78626    114
   39   53  -2.78172    115
   39   54   2.48986    116
   39   55   8.13015    117
   40   53    -3.017    118
   40   54  -6.60786    119
   40   55   7.04064    120
   41   53  -9.46435    121
   41   54  -9.95582    122
   41   55-0.0911188    123
   42   53   1.27599    124
   42   54  -2.50817    125
   42   55  -4.93439    126
   43   53   9.44412    127
   43   54   3.20996    128
   43   55  0.625077    129
   44   53  -7.62673    130
   44   54   1.38468    131
   44   55   8.64642    132
   45   53  -8.01485    133
   45   54  -5.11175    134
   45   55   9.78966    135
   46   53  -7.86063    136
   46   54  -8.21494    137
   46   55  -3.65462    138
   47   53   7.64454    139
   47   54   5.48729    140
   47   55  -14.2369    141
   48   53    6.3491    142
   48   54  -1.58426    143
   48   55  -5.72483    144
   49   53  -9.24336    145
   49   54   6.12297    146
   49   55  -2.64662    147
   50   53  0.274001    148
   50   54  -5.89151    149
   50   55    9.3481    150
   51   53   7.42249    151
   51   54  -4.75564    152
   51   55  -9.26968    153
   52   53   5.24888    154
   52   54   6.24128    155
   52   55  -6.40773    156
    1   58   11.5436    162
   58   54  -2.11234    163
   52   75  -2.80102    213
   75   55   6.75626    214
   32   84  -9.53008    244
   84   54   -1.2088    245

Summerized results: 
run: 0 bestFitness: 0
Max fitness: 0
Percentage: 100% (1 of 1)
--------------------------------------------------------------
